	logFC	logCPM	PValue	FDR
TRIB3	-1.62921119299285	6.8669404985552	0.00119326136286579	0.568986793193171
CA9	-2.42205903573325	6.49586376437776	0.00131226539472273	0.608820209886765
PLP1	2.23718296878504	6.55033224982526	0.00148965183513317	0.616337019550497
PLIN4	2.06461757822539	6.57134030394978	0.00148965183513317	0.616337019550497
KRT17	-2.05530285908155	6.5663749780041	0.00148965183513317	0.616337019550497
CHGA	1.35886642403587	7.17850586823687	0.00149629273304027	0.616337019550497
PRSS22	-1.97406823931463	6.63407914933619	0.00154389443322098	0.616337019550497
IL1RN	-1.90367751167597	6.62814991094833	0.00154389443322098	0.616337019550497
IL11	-2.88592388894714	6.37685841645324	0.00183106428536154	0.698489989389248
PGM5-AS1	2.61492723849208	6.36878233306275	0.00183106428536154	0.698489989389248
SPP1	-1.40298071494029	7.01422334100471	0.00191399387364229	0.713350260722057
ADIPOQ	2.73805091366076	6.2667145997801	0.00195313190341004	0.713350260722057
KIAA1199	-1.74996264848195	6.73848256040459	0.00231572562882744	0.743716899268094
BCHE	2.42851793840374	6.4513632208063	0.0023498681853812	0.743716899268094
HCAR3	-2.31364483944314	6.46234827912557	0.0023498681853812	0.743716899268094
SLC30A10	2.23630948994575	6.46361711755587	0.0023498681853812	0.743716899268094
APLN	-2.19409878351997	6.44956292408086	0.0023498681853812	0.743716899268094
C6orf223	-2.14727446557574	6.45780422119221	0.0023498681853812	0.743716899268094
ENSG00000261054.1	1.35174745330284	7.04582593458826	0.00245894269661643	0.743716899268094
TACSTD2	-1.93510076398424	6.66113342917473	0.00249394219387857	0.743716899268094
PYY	1.77291013252866	6.67250262267007	0.00249394219387857	0.743716899268094
ENSG00000262756.1	1.57556507834415	6.88661856236704	0.002563243824661	0.743716899268094
HCAR2	-2.09708432751625	6.5268951143285	0.00257684687493774	0.743716899268094
SST	2.04152439014021	6.53185659672585	0.00257684687493774	0.743716899268094
SCN7A	1.9709240405382	6.59551085981837	0.00259949982267771	0.743716899268094
SYNM	1.34560449649091	7.06548351239217	0.00308772984947232	0.868917550754785
SPIB	1.58787085446857	6.77131626006905	0.00332692978508732	0.87571803469868
TESC	-1.48198636044978	6.92642181060103	0.00337789532574079	0.87571803469868
WNT2	-2.89126555709544	6.35329949355433	0.00341798370760874	0.87571803469868
KRT80	-2.75918929714697	6.35142221340727	0.00341798370760874	0.87571803469868
ENSG00000224958.1	2.51198475620241	6.35416034469215	0.00341798370760874	0.87571803469868
PLIN1	2.46038027538181	6.36214947727371	0.00341798370760874	0.87571803469868
IL1B	-1.36920725037803	7.01074292583727	0.00365782408059249	0.883265891223299
EREG	-1.75858265615465	6.71437940840618	0.00371920229895785	0.883265891223299
DUOXA2	-1.66794099508228	6.7190728447342	0.00371920229895785	0.883265891223299
ENSG00000272396.1	1.22627510649731	7.1097673532798	0.00380172035951637	0.883265891223299
ENSG00000261650.1	-2.79782916940046	6.24175462641103	0.00390626104540523	0.883265891223299
ENSG00000214039.4	-2.62483846236831	6.23964274617705	0.00390626104540523	0.883265891223299
MAGEA6	-2.60669206212692	6.24533508818341	0.00390626104540523	0.883265891223299
S100P	-1.00010425393986	7.41754499740655	0.00406521768054931	0.883265891223299
FABP4	1.89787501077364	6.64653086932882	0.0040773501537507	0.883265891223299
MMP10	-2.23855049112676	6.42078664890878	0.00418093035153095	0.883265891223299
ENSG00000268739.1	-2.15228893132148	6.42745187280151	0.00418093035153095	0.883265891223299
ATP1A2	2.1395312102373	6.44235968697692	0.00418093035153095	0.883265891223299
CPNE7	-2.04246703594411	6.43123860423461	0.00418093035153095	0.883265891223299
MIR711	-2.03689066961603	6.42853457253774	0.00418093035153095	0.883265891223299
SLC6A14	-2.18350103392942	6.50301867541575	0.00442507670075753	0.883265891223299
FAP	-2.01631264733181	6.5073579162358	0.00442507670075753	0.883265891223299
ENSG00000247844.1	-1.96995907771689	6.51631767583581	0.00442507670075753	0.883265891223299
AQP9	-1.91121071328082	6.50194925588216	0.00442507670075753	0.883265891223299
CASQ2	1.98478381376818	6.50004473307368	0.00442507670075753	0.883265891223299
CXCL3	-1.29917933652649	7.03536135558004	0.00453393280395185	0.88982696496893
MT1M	1.12061782593977	7.20940804119436	0.00456162023285948	0.88982696496893
DPEP1	-1.36607924427676	6.9134997584151	0.00509770759670351	0.972302762277917
PGM5	1.43151637801597	6.89736800593733	0.00509770759670351	0.972302762277917
ENSG00000234638.1	0.997064268787766	7.40612783434124	0.00558279620293816	1
ZG16	0.950467626461631	7.48307187927579	0.0058708555439633	1
GUCA2A	0.908140118720699	7.49113903766378	0.0058708555439633	1
ABCA8	1.71865851725157	6.68389654096428	0.00592466321245543	1
CD177	1.04960583837577	7.27586699822779	0.00621772260269917	1
KRT6B	-2.76547951460955	6.30726357234748	0.0063476790319947	1
ENSG00000234477.1	-2.69962555942055	6.31712369510392	0.0063476790319947	1
RERGL	2.51401129842377	6.33488451749095	0.0063476790319947	1
NPTX1	2.22407086354007	6.33004107782408	0.0063476790319947	1
HAND1	2.1574699558506	6.33146466874167	0.0063476790319947	1
ENSG00000253701.1	1.32520484590939	6.95354114425678	0.00642665751333312	1
CXCL1	-1.14774026686221	7.19175524076369	0.00645591618763621	1
DES	0.89611934310616	7.52358509794855	0.00655346285638963	1
MAMDC2	1.64798012222186	6.62148444255298	0.00661080030256922	1
SERPINE1	-1.48266248040847	6.78609057860398	0.00700043593961846	1
ENSG00000256249.1	-2.26066424359201	6.40745608197526	0.00738528662566358	1
WISP2	2.11913029365612	6.4147897804069	0.00738528662566358	1
TMEM35	2.10143012479476	6.40906274022403	0.00738528662566358	1
ENSG00000254166.1	-2.00560476238243	6.41195522939358	0.00738528662566358	1
CBX2	-1.9573691779146	6.40623598996128	0.00738528662566358	1
SLC6A19	1.92729991603379	6.41020379108046	0.00738528662566358	1
CXCL6	-1.9968036114195	6.48217953058144	0.00753788213880353	1
GYLTL1B	-1.99176996490721	6.47592469154447	0.00753788213880353	1
SCGN	1.97829171611739	6.47380499252032	0.00753788213880353	1
TPH1	1.82189188606852	6.49540297827895	0.00753788213880353	1
LOC100190940	-2.5537796128299	6.22926613847188	0.00781251718184106	1
APOB	2.35922594688578	6.21171156394381	0.00788302349465544	1
CLEC3B	1.14228673722111	7.07263600073123	0.0079428397679966	1
CLDN8	1.54064756497931	6.7376842775326	0.00813012897636724	1
ENSG00000259475.1	1.45827812456267	6.72930377775629	0.00813012897636724	1
ENSG00000263065.1	0.94967883945494	7.35759644433101	0.00921066888782618	1
BMP3	1.55284310706479	6.65925059513266	0.00935537668601411	1
ENSG00000232803.1	-1.59182652429763	6.66545162701256	0.00935537668601411	1
MT1H	1.1300400162972	7.09248735553886	0.0093993760612074	1
MMP11	-1.29228097424992	6.92341754282461	0.00947541155912679	1
HAND2	1.62608143360692	6.61345159699094	0.0106220925906832	1
CWH43	1.55012209208565	6.62016204844834	0.0106220925906832	1
SLC26A3	0.859093492806034	7.55216398898281	0.0106377368952813	1
SYNPO2	1.06631204597448	7.11992497787558	0.0109737205607313	1
SLCO4A1	-1.33849615994461	6.86719100520614	0.01133109749103	1
SLC4A4	1.12233384099365	7.04591457964306	0.0113517370930364	1
REG3A	-1.22945916398242	6.95475947723586	0.0115079206419317	1
DSC3	-2.35984432278737	6.30289021143121	0.0117187837512854	1
DSG3	-2.34689306627522	6.28940747167773	0.0117187837512854	1
CRNDE	-2.33481282525049	6.28808086977536	0.0117187837512854	1
OLR1	-2.27850653027952	6.30261213988715	0.0117187837512854	1
KLK10	-2.12614798665448	6.29424834705805	0.0117187837512854	1
IGSF10	2.10935775435889	6.29485271557501	0.0117187837512854	1
TACR2	1.80148723878644	6.52953101844374	0.0118179960031265	1
COL7A1	-1.44312854364779	6.7060009412596	0.0125410459531966	1
PI16	1.99091595403963	6.44864185847419	0.0127258871271372	1
INSL5	1.97767825342753	6.44593995078675	0.0127258871271372	1
FPR2	-1.99363905722491	6.45627376887167	0.0127258871271372	1
C2CD4A	-1.96812225128599	6.45293509435475	0.0127258871271372	1
CXCL11	-1.74681252671094	6.4510301217975	0.0127258871271372	1
MYH11	0.831211010165775	7.51203464619412	0.0128126779771926	1
TFF2	-2.09222897938415	6.35876070510486	0.0129395002410205	1
NBLA00301	1.99476424222985	6.392237684645	0.0129395002410205	1
CHRM2	1.95909191249408	6.36821204763333	0.0129395002410205	1
CNR1	1.95862643010599	6.37511935916407	0.0129395002410205	1
ENSG00000263335.1	0.95132236742301	7.26868541623898	0.0134895107712939	1
PCSK9	-1.33751869799751	6.79877559988926	0.0135311053404305	1
LYVE1	1.28397237844778	6.81766351408821	0.0135311053404305	1
BGN	-1.10556213978341	7.00766354341324	0.0137183418341023	1
SCARA5	1.1676437509867	6.90707958334466	0.0138531045184361	1
CFD	0.880181869171025	7.37260451856736	0.0139341235945703	1
TNFRSF12A	-0.982741103948621	7.18745720269157	0.0144540427272586	1
LOC100127888	-1.61422125360878	6.64383172014145	0.014633392440215	1
LIFR	1.44293990164558	6.64295670468132	0.014633392440215	1
PDK4	1.08211132768335	7.04394425285572	0.0160945448022651	1
MIR3189	-1.06964870753954	7.03442190628966	0.0160945448022651	1
OGN	1.27823262767262	6.75268793191529	0.0161249241601274	1
PDPN	-1.25219738061027	6.75245323082032	0.0161249241601274	1
SLC51B	1.10181500725908	6.94726597791929	0.0165891709991318	1
ENSG00000253549.1	1.2216460233489	6.86129270624845	0.0166739946799202	1
CXCL10	-1.17187217888533	6.85466514442208	0.0166739946799202	1
MDFI	-1.4725819572511	6.58164839234393	0.016900631616603	1
IL6	-1.46742037338728	6.59919837015405	0.016900631616603	1
GREM2	1.43931243318695	6.58047946730409	0.016900631616603	1
SULT1A2	1.42700500508583	6.58406528410047	0.016900631616603	1
SPINK4	-0.845245220114899	7.42478916915116	0.016994957522188	1
CXCL2	-1.06561089142806	7.05427655840385	0.0186240513865511	1
REG4	-0.855994258649185	7.36058142044768	0.0186575634609583	1
ABCG2	1.70339303637034	6.49593827029201	0.0192109025312773	1
MIR424	-1.69299857961391	6.49651624463223	0.0192109025312773	1
CADM3	1.67226688574709	6.49743940189788	0.0192109025312773	1
C4BPB	-1.59474587216326	6.4946913260923	0.0192109025312773	1
CA4	0.958859461533028	7.1726411994876	0.0198345853669868	1
SERPINB5	-1.21417165424928	6.80736772753969	0.0200617603785544	1
CHP2	0.888190583330683	7.27290676092768	0.0204150124334262	1
ADAM12	-1.78457223621772	6.43860842255624	0.0212708304797652	1
ENSG00000232445.1	-1.74027093203438	6.41675548827006	0.0212708304797652	1
SELE	-1.62656848397052	6.44743604557837	0.0212708304797652	1
PDZRN4	1.74391479888739	6.42629838259527	0.0212708304797652	1
ENSG00000254645.1	1.65489699600473	6.44899990201784	0.0212708304797652	1
PLAU	-0.983320995510189	7.08931254332001	0.0212943607929403	1
KLK6	-2.51225648131707	6.26742761226094	0.0214844233257802	1
CLEC5A	-2.34078261846869	6.25830141804355	0.0214844233257802	1
MYOC	2.2733146702362	6.27783435237619	0.0214844233257802	1
IL1A	-1.88395283252845	6.27797613686726	0.0214844233257802	1
APOA4	2.21313900225395	6.25325466609878	0.0216826264212162	1
ACTL8	-2.02280135619035	6.25901378707218	0.0216826264212162	1
COL1A1	-0.810463310542448	7.48962927410117	0.0220338575211083	1
GPM6A	2.07149960426764	6.32928161279016	0.0224610033126998	1
MEP1B	1.92143734325131	6.35140840116599	0.0224610033126998	1
C2orf40	1.91746494085693	6.3386689771493	0.0224610033126998	1
ASPA	1.88192333445432	6.35961659969225	0.0224610033126998	1
TCEAL2	1.82886401883913	6.34497790537361	0.0224610033126998	1
PNCK	1.81706315557168	6.36070307632551	0.0224610033126998	1
PCOLCE2	1.75673878108975	6.37205724724191	0.0224610033126998	1
SHISA2	-1.88065921725888	6.35541525239803	0.0224610033126998	1
S100A2	-1.81179602100931	6.34188970522473	0.0224610033126998	1
MEX3A	-1.76381633710074	6.35346121946595	0.0224610033126998	1
GDF15	-0.835234018221023	7.31779604977084	0.0225753040548693	1
ZBTB16	1.48326967966648	6.60643120473786	0.0226559694546229	1
CILP	1.45555158868295	6.60412653196924	0.0226559694546229	1
TRIP13	-1.39919066364775	6.63317833701329	0.0226559694546229	1
AJUBA	-1.35977632419065	6.61566509848604	0.0226559694546229	1
PKIB	1.10808615644912	6.93578646122769	0.0237029136766466	1
FHL1	0.962322882383527	7.12334367687847	0.0240931879841589	1
CHRDL1	1.3204589359003	6.71722493301208	0.0241197030172638	1
SLC17A4	1.24202985021355	6.74420595103333	0.0241197030172638	1
MFAP2	-1.34249623653684	6.72239696920718	0.0241197030172638	1
C10orf55	-1.29236475804301	6.71935503365139	0.0241197030172638	1
ENSG00000224879.1	-1.18480557914959	6.83014724566884	0.0243066971565381	1
ADH1C	0.784107699104584	7.42928562474364	0.024461308452951	1
MS4A12	0.91254046955572	7.242063233742	0.0247463610341366	1
SLC26A2	0.767546848413634	7.54262646796782	0.0256548248447042	1
MMP12	-1.01061686736565	7.04510834913613	0.0258963474014594	1
ENSG00000110347.7	-1.01028195751804	7.04485181918384	0.0258963474014594	1
THBS2	-0.932697491790156	7.05046669426192	0.0258963474014594	1
UGT1A10	0.985325529909607	7.04541703706571	0.0258963474014594	1
GPR15	0.973131403616137	7.0585054779266	0.0258963474014594	1
FABP1	0.670272285650279	7.7343887822422	0.0265256914798727	1
FXYD1	1.50434339068127	6.54281443959709	0.0266038206725653	1
SLC7A11	-1.56564112986383	6.55211221004539	0.0266038206725653	1
MSLN	-1.39081874849937	6.55473646735565	0.0266038206725653	1
UGT1A8	1.05201220484263	6.94802290457479	0.0275334025381026	1
MT1G	0.732231975641492	7.48355681751905	0.0286271278015362	1
COL8A1	-1.13004108449372	6.87096733681466	0.0288169428370369	1
SFRP4	-1.33308325126146	6.65152430092003	0.0289594352002432	1
ADAMTS2	-1.32070216523449	6.67052595112744	0.0289594352002432	1
TUBAL3	1.25521121298113	6.68659095847457	0.0289594352002432	1
ENSG00000223774.1	0.95261102016735	7.08289064686119	0.0293052487430106	1
TRPM6	1.22815215663128	6.77903378541295	0.0294495681474231	1
TMEM132A	-1.14202398838108	6.77483955604784	0.0294495681474231	1
TMEM72	1.57379823256184	6.48197835202094	0.0308839045861077	1
ALPI	1.55543942603669	6.48528952198004	0.0308839045861077	1
GBA3	1.51743876130861	6.47777479200189	0.0308839045861077	1
GFRA1	1.51566526985042	6.47617911165206	0.0308839045861077	1
C21orf88	1.51051796623244	6.49825436859676	0.0308839045861077	1
ENSG00000221857.3	1.5068707610427	6.49960880995318	0.0308839045861077	1
LMO3	1.46645602808641	6.4833147428066	0.0308839045861077	1
MAOB	1.42089155181344	6.48876239241246	0.0308839045861077	1
STC1	-1.55411787952435	6.49280452722114	0.0308839045861077	1
TNFAIP6	-1.46575261032911	6.47675495403684	0.0308839045861077	1
IGJ	0.573978010337775	7.9080208538016	0.0322728043254925	1
S100A9	-0.786826759000984	7.32977697348195	0.0327661945369293	1
LMOD1	0.907120306386151	7.12002002129995	0.0328394776168358	1
CLCA4	0.82674355203788	7.22407731158981	0.0331443582814203	1
UGT1A9	1.05133605018416	6.91670406237249	0.0335527011727355	1
UGT1A7	1.04709109568559	6.91620976779991	0.0335527011727355	1
UGT1A4	1.04309664725626	6.91218123958533	0.0335527011727355	1
UGT1A3	1.03852569086322	6.91459962555907	0.0335527011727355	1
UGT1A5	1.03300461871531	6.91597560694243	0.0335527011727355	1
HSPB8	1.03232261972973	6.90155788466481	0.0335527011727355	1
UGT1A1	1.02984762569164	6.9171689121991	0.0335527011727355	1
UGT1A6	0.967094746693145	6.90786839742197	0.0335527011727355	1
S100A8	-1.06885234806753	6.91356345887705	0.0335527011727355	1
SLC7A5	-1.06031068527151	6.91841992277129	0.0335527011727355	1
STMN2	1.3368563244925	6.60410253248293	0.0346898255244239	1
ENSG00000260466.1	-1.31390876521574	6.59237002733188	0.0346898255244239	1
ABI3BP	1.21852956441189	6.60667282654944	0.0346898255244239	1
TREM1	-1.85789169223584	6.40545348805301	0.0351563547021507	1
OSR1	1.75716080903482	6.40047025983188	0.0351563547021507	1
CSF3	-1.75579669397013	6.3907342194742	0.0351563547021507	1
SLC6A20	-1.69857163215774	6.41362865744921	0.0351563547021507	1
EVA1A	-1.66555061615695	6.39592642597266	0.0351563547021507	1
ENSG00000271762.1	-1.65198882095778	6.40307293636021	0.0351563547021507	1
GLP2R	1.6421583536943	6.40100654991538	0.0351563547021507	1
NMU	-1.61708169297053	6.42189688036434	0.0351563547021507	1
STC2	-1.61136901298596	6.39284566798907	0.0351563547021507	1
VSTM2A	1.60173619406965	6.41400113644393	0.0351563547021507	1
PRPH	1.5800458196603	6.41299211627459	0.0351563547021507	1
LOC100131825	1.5590078669391	6.40313653758156	0.0351563547021507	1
ENSG00000225670.2	1.55319719401319	6.4060595328916	0.0351563547021507	1
SLC11A1	-1.53074671608809	6.41863458268977	0.0351563547021507	1
CIDEC	1.52507802836706	6.39591212286873	0.0351563547021507	1
HSD3B2	1.5206993101788	6.42584616928856	0.0351563547021507	1
C16orf89	1.49846617380183	6.40188600709234	0.0351563547021507	1
CDKN2A	-1.4955510033204	6.40652201432511	0.0351563547021507	1
TNFRSF13B	1.44185948183348	6.40508836986399	0.0351563547021507	1
ENSG00000236915.1	0.988478586118972	7.03088314362132	0.035698126904203	1
PLN	0.958691929728878	7.02638370189903	0.035698126904203	1
ASB2	1.26660408566255	6.70171628097037	0.0356983382552076	1
ANGPTL1	1.25043737424079	6.71711914630438	0.0356983382552076	1
PSAT1	-1.18981210427323	6.69809589033663	0.0356983382552076	1
TNFRSF6B	-0.8748865953679	7.14487004589256	0.0364837795619752	1
MIR675	-0.929523979990897	6.95078386580954	0.0384776100074236	1
PRIMA1	1.94428997170572	6.2969669907522	0.0385743073458028	1
ENSG00000237125.4	1.91173770099105	6.3260180451616	0.0385743073458028	1
NRXN1	1.81724267207841	6.30479860220842	0.0385743073458028	1
CDH19	1.80771062706284	6.33569038835498	0.0385743073458028	1
ENSG00000248323.1	-1.71478970079038	6.33151056229859	0.0385743073458028	1
CCNO	-1.6981074721261	6.338889546463	0.0385743073458028	1
MAL	1.6714265238106	6.31956251043157	0.0385743073458028	1
ENSG00000239268.2	1.63929594872036	6.34256814610673	0.0385743073458028	1
POU5F1B	-1.57331590511392	6.33390772094131	0.0385743073458028	1
NOTUM	-2.41588647153331	6.23361148657739	0.0390625662762652	1
ADIPOQ-AS1	2.36963699018019	6.23202348533266	0.0390625662762652	1
ENSG00000226482.1	2.36955944280502	6.23198087339441	0.0390625662762652	1
ENSG00000253929.1	-2.30413999338534	6.23137262840724	0.0390625662762652	1
ENSG00000231826.1	-2.03156517582787	6.24871464129729	0.0390625662762652	1
MORN5	1.8605876534595	6.24084895005431	0.0390625662762652	1
UBE2C	-0.953840012927005	7.06525852888567	0.0399864209306166	1
PADI2	0.84386405497711	7.18468143880999	0.0402239844838085	1
ANLN	-1.06233084367455	6.84061785716491	0.0409598661955572	1
P2RY1	1.0085237679789	6.84516804345887	0.0409598661955572	1
FABP2	0.998154257554971	6.85062885250716	0.0409598661955572	1
SCIN	0.970031176564522	6.85411255203192	0.0409598661955572	1
PSD	1.46051346540676	6.52189354967473	0.0413896221140209	1
ADAMTS12	-1.42392490847767	6.51227207768427	0.0413896221140209	1
ANK2	1.40268592673122	6.52640457596328	0.0413896221140209	1
DUSP4	-1.38297695978947	6.5399717553743	0.0413896221140209	1
NKD2	-1.35232352564731	6.5272463558659	0.0413896221140209	1
THRB	1.3269299278319	6.52459200338316	0.0413896221140209	1
WISP1	-1.31645763983934	6.52891544273012	0.0413896221140209	1
SLIT3	1.30899526725907	6.53604689641008	0.0413896221140209	1
LGR5	-1.07340719346681	6.7518050724796	0.042774187016865	1
EDN3	1.0567360678975	6.7569345982466	0.042774187016865	1
SCNN1B	1.02280687800631	6.753227266832	0.042774187016865	1
TNFRSF11B	-1.25735965554767	6.63869157337788	0.0432854532061679	1
AREG	-1.22508931919691	6.63230246692031	0.0432854532061679	1
BEST2	1.18153531275259	6.64567145579745	0.0432854532061679	1
BMP5	1.17214273411717	6.66340723212888	0.0432854532061679	1
PTN	1.13380718734377	6.64030529568744	0.0432854532061679	1
COL12A1	-0.836689504207886	7.20079477118085	0.0440470085286108	1
CA2	0.650798438142266	7.54949955613154	0.0448292001036516	1
CLCA1	0.58818256472109	7.66800144802338	0.0470123553571748	1
DNASE1L3	0.932913211491769	6.88812771976089	0.0470313450424777	1
HHLA2	0.8767514298723	7.02987385743499	0.0487671528969264	1
PTP4A3	-0.947786903075892	7.01210909511905	0.0487671528969264	1
ASCL2	-0.932253791110314	7.00811676933103	0.0487671528969264	1
AKR1B10	0.835496174699226	7.13525034431336	0.0488743419427248	1
SLC25A34	1.55654716266421	6.45894538599946	0.0490418963737849	1
TMEM100	1.45251526061231	6.45238659019492	0.0490418963737849	1
FAM107A	1.31460571690614	6.46406890887569	0.0490418963737849	1
ABCA6	1.26888079314761	6.45595204872274	0.0490418963737849	1
ADAMDEC1	0.733167518745827	7.35313308603222	0.0498007128502449	1
CNN1	0.726182405785154	7.36117488310996	0.0498007128502449	1
FPR1	-1.05946603964715	6.8041932937096	0.0501027452395539	1
RGS16	-1.03661043865442	6.78876064862053	0.0501027452395539	1
DMD	1.14251209156852	6.68085644896798	0.05223923274492	1
ENSG00000241732.1	1.11621170137604	6.69128929332307	0.05223923274492	1
ENSG00000228222.1	1.08753268812313	6.68696147346437	0.05223923274492	1
ENSG00000203499.6	-1.2568423951372	6.57705779931291	0.0524789914861403	1
GAL	-1.21923585838272	6.57173047216284	0.0524789914861403	1
ENSG00000254192.1	1.31413380617862	6.57190784463628	0.0524789914861403	1
CAPN13	1.22957862188014	6.58452257062532	0.0524789914861403	1
CXCL12	0.957070251910796	6.90960710112577	0.0532522761653585	1
C2orf88	0.886958826786406	6.93099500419552	0.0532522761653585	1
FCGR3A	-0.925892165142023	6.93880576260865	0.0532522761653585	1
ADTRP	0.910167604447752	7.04743283910377	0.0540764634719397	1
PLAUR	-0.814424873649655	7.05265127031174	0.0540764634719397	1
CXCR2	-1.56952152712488	6.36553072293138	0.0573731812446917	1
CXCR1	-1.54356088794156	6.36662138826355	0.0573731812446917	1
C17orf96	-1.53054345506843	6.38160477449932	0.0573731812446917	1
CD300E	-1.44614572537567	6.37441790106371	0.0573731812446917	1
RSPO2	1.62573234497866	6.35819230853277	0.0573731812446917	1
METTL24	1.49725544573544	6.38521160923943	0.0573731812446917	1
HLF	1.33321046131979	6.37676502449476	0.0573731812446917	1
DUOX2	-0.998905105887186	6.81758088571301	0.057613003843141	1
IQGAP3	-0.935847121970774	6.83150337782554	0.057613003843141	1
SULF1	-0.801103032927836	7.18403303359385	0.0580646862903434	1
ENSG00000257453.1	-0.795779390950342	7.18581655276298	0.0580646862903434	1
ENSG00000130600.11	-0.804635643239542	7.08755422591427	0.059463852567061	1
SDPR	0.915573806862619	6.96394060214505	0.0595842958413238	1
C11orf86	1.09230013245164	6.73324427226301	0.0614286387826085	1
MS4A10	1.87402038939145	6.1271401954225	0.0625000490932696	1
EPHA7	1.32195760260607	6.49391169181543	0.0635683103414136	1
KCNMA1	1.27772204516563	6.52096084781737	0.0635683103414136	1
LRRN2	1.27605218247735	6.52001371004984	0.0635683103414136	1
LOC100127983	1.27469334061099	6.51235190724915	0.0635683103414136	1
MROH6	-1.27380399674773	6.50713211750568	0.0635683103414136	1
FFAR2	-1.26360554715839	6.49934634572439	0.0635683103414136	1
HSPB6	1.21712097419956	6.50088905559352	0.0635683103414136	1
SPTBN2	-1.16501443035249	6.51447984236718	0.0635683103414136	1
SRPX	1.2410246511352	6.6254699408417	0.0639149045507021	1
PCSK1N	1.19941283731147	6.61875581081047	0.0639149045507021	1
LOC100128338	-1.14343478954265	6.62919527664893	0.0639149045507021	1
POPDC2	1.13945550779767	6.61816218624316	0.0639149045507021	1
PGF	-1.11927315730328	6.63072191665926	0.0639149045507021	1
C2CD4B	-1.11794239713564	6.63937070988763	0.0639149045507021	1
SMOX	-1.09720485933468	6.63510552134917	0.0639149045507021	1
CENPA	-1.04795839897347	6.62477650252957	0.0639149045507021	1
HMGCS2	0.664947496806292	7.46455118034548	0.0639506967480668	1
H19	-0.785878108405639	7.12728197829626	0.0649091710046081	1
PROK2	-1.91235116146619	6.28766493234036	0.0654298014082328	1
MSX1	-1.58107312540965	6.29409713721783	0.0654298014082328	1
HS6ST2	-1.5765476809307	6.29929506691132	0.0654298014082328	1
FUT1	-1.52147831711076	6.32148695044562	0.0654298014082328	1
C4BPA	-1.4798074218555	6.29048491048499	0.0654298014082328	1
PRKG2	1.71841525322674	6.27958348522011	0.0654298014082328	1
ENSG00000239205.1	1.62807629115602	6.31204014776875	0.0654298014082328	1
PYGM	1.53148075176537	6.28608253767115	0.0654298014082328	1
NAP1L2	1.51898854807984	6.29832471137477	0.0654298014082328	1
SPINK2	1.49723459206118	6.29288270109427	0.0654298014082328	1
